"","Left_Right_Wing","BirthYear","Income","Religiousity","Education","Country","Location","Gender","Occupation","Marital_Status","Age"
"43276",4,1962,4,4,4,"Austria",1,2,532,1,54
"42085",3,1973,3,4,6,"Austria",2,2,235,1,43
"40853",0,1974,5,3,5,"Austria",3,2,334,1,42
"43684",2,1972,5,1,6,"Austria",2,1,112,4,44
"43374",5,1994,5,1,4,"Austria",2,1,512,4,22
"43645",6,1989,4,3,4,"Austria",4,1,332,1,27
"40406",5,1966,5,2,8,"Austria",4,1,112,1,50
"44346",5,1994,2,2,4,"Austria",1,1,741,4,22
"39973",2,1956,5,1,8,"Austria",2,2,263,4,60
"40528",5,1966,3,3,5,"Austria",2,2,315,1,50
"42466",6,1982,5,3,4,"Austria",1,1,611,4,34
"44723",2,1970,4,3,4,"Austria",1,2,241,1,46
"40212",3,1964,4,1,6,"Austria",4,1,325,1,52
"46533",4,1965,4,3,4,"Austria",2,2,524,1,51
"40222",5,1994,5,2,5,"Austria",1,1,31,4,22
"40195",5,1984,5,3,5,"Austria",1,2,411,4,32
"46043",8,1949,5,4,3,"Austria",2,2,515,1,67
"47087",1,1985,1,1,8,"Austria",3,1,334,4,31
"39952",4,1973,5,2,8,"Austria",3,1,243,4,43
"45644",6,1959,4,3,8,"Austria",4,1,111,1,57
"40024",5,1973,4,3,5,"Austria",1,1,541,1,43
"41097",5,1983,4,3,4,"Austria",4,1,432,1,33
"45256",3,1984,3,3,3,"Austria",1,1,818,3,32
"41606",5,1995,2,2,3,"Austria",3,1,512,4,21
"41337",4,1991,1,2,7,"Austria",3,2,522,4,25
"41113",3,1957,5,2,6,"Austria",1,2,235,1,59
"47142",5,1958,5,3,3,"Austria",3,2,333,1,58
"47174",4,1984,3,3,3,"Austria",1,2,411,1,32
"46924",3,1967,5,3,3,"Austria",1,2,524,1,49
"44712",2,1977,4,3,9,"Austria",2,2,223,1,39
"43956",6,1981,4,2,4,"Austria",2,1,752,1,35
"48043",3,1958,5,4,5,"Austria",3,1,334,1,58
"40033",2,1991,3,3,7,"Austria",4,2,522,1,25
"41085",5,1996,1,4,2,"Austria",1,1,722,4,20
"42854",6,1962,5,2,6,"Austria",1,1,332,3,54
"42997",5,1977,5,1,8,"Austria",1,1,216,1,39
"40243",4,1983,3,1,7,"Austria",3,2,243,4,33
"42124",8,1970,3,3,8,"Austria",3,2,264,3,46
"44103",3,1980,5,2,4,"Austria",1,1,121,1,36
"45975",5,1988,2,2,4,"Austria",2,1,522,4,28
"41358",5,1988,3,3,4,"Austria",3,2,721,1,28
"45114",6,1960,4,3,4,"Austria",1,2,911,1,56
"46444",7,1962,4,3,5,"Austria",2,2,234,1,54
"46092",5,1983,3,3,3,"Austria",2,1,311,4,33
"40495",4,1962,4,3,4,"Austria",1,2,325,1,54
"45565",5,1973,2,2,4,"Austria",2,1,933,4,43
"40174",7,1963,2,2,4,"Austria",4,2,421,4,53
"45023",0,1965,4,2,6,"Austria",1,2,222,1,51
"47626",4,1977,2,2,4,"Austria",1,2,931,4,39
"41317",2,1994,4,3,4,"Austria",1,2,411,1,22
"45864",6,1970,2,3,4,"Austria",2,1,818,4,46
"42116",7,1967,5,4,8,"Austria",1,1,233,3,49
"46723",5,1988,4,3,8,"Austria",1,2,261,1,28
"47143",5,1958,5,3,3,"Austria",3,2,333,1,58
"39742",0,1987,3,1,8,"Austria",2,1,265,4,29
"43065",4,1972,2,3,5,"Austria",1,2,411,3,44
"46711",5,1964,4,3,4,"Austria",1,1,411,1,52
"43304",2,1956,5,3,5,"Austria",1,1,132,1,60
"42374",7,1992,5,4,4,"Austria",1,1,834,4,24
"47124",5,1955,3,2,4,"Austria",2,2,411,1,61
"42277",5,1986,5,3,4,"Austria",1,1,541,1,30
"44546",0,1975,3,3,7,"Austria",2,2,226,1,41
"43375",5,1994,5,1,4,"Austria",2,1,512,4,22
"39974",2,1956,5,1,8,"Austria",2,2,263,4,60
"46542",8,1987,2,2,4,"Austria",2,1,721,4,29
"40845",2,1989,5,2,8,"Austria",2,2,341,4,27
"39724",5,1962,5,3,8,"Austria",4,1,333,1,54
"41424",4,1984,4,3,5,"Austria",1,1,242,1,32
"46856",5,1967,4,1,8,"Austria",4,2,411,3,49
"46388",2,1964,1,1,4,"Austria",1,2,411,4,52
"44455",5,1958,5,3,4,"Austria",2,2,332,1,58
"43759",3,1962,2,4,4,"Austria",2,2,322,3,54
"46934",4,1983,3,3,5,"Austria",2,1,741,1,33
"43794",5,1977,5,3,5,"Austria",1,2,235,1,39
"44476",5,1988,2,2,4,"Austria",2,1,741,4,28
"42806",5,1957,2,3,4,"Austria",1,1,821,1,59
"47422",5,1984,5,3,5,"Austria",1,1,332,1,32
"41114",3,1957,5,2,6,"Austria",1,2,235,1,59
"40116",3,1970,2,2,8,"Austria",3,1,265,4,46
"46592",3,1964,5,3,6,"Austria",1,1,411,1,52
"45976",5,1988,2,2,4,"Austria",2,1,522,4,28
"44024",3,1969,4,3,8,"Austria",4,1,216,1,47
"44917",0,1961,2,1,4,"Austria",2,1,833,1,55
"39664",4,1953,2,4,4,"Austria",2,1,515,1,63
"42165",5,1969,2,3,4,"Austria",2,1,731,1,47
"44713",2,1977,4,3,9,"Austria",2,2,223,1,39
"40464",5,1957,3,4,4,"Austria",1,1,541,1,59
"41213",1,1985,3,4,3,"Austria",4,1,532,1,31
"40512",7,1980,2,2,4,"Austria",2,1,723,1,36
"40065",2,1961,4,2,3,"Austria",1,1,731,1,55
"41737",0,1962,3,3,4,"Austria",2,1,311,1,54
"41663",5,1960,5,4,6,"Austria",1,2,226,1,56
"41436",2,1970,2,2,5,"Austria",3,1,411,4,46
"40106",1,1986,5,1,4,"Austria",1,2,541,4,30
"40057",4,1983,2,3,8,"Austria",1,2,226,4,33
"40496",4,1962,4,3,4,"Austria",1,2,325,1,54
"41925",3,1962,3,2,8,"Austria",4,1,325,1,54
"40653",3,1951,5,1,5,"Austria",3,1,251,1,65
"44943",5,1964,4,2,4,"Austria",2,2,523,1,52
"39712",2,1975,2,3,4,"Austria",2,1,314,3,41
"41745",4,1954,3,3,5,"Austria",1,1,411,3,62
"46925",3,1967,5,3,3,"Austria",1,2,524,1,49
"47225",1,1985,3,3,3,"Austria",1,1,821,1,31
"42467",6,1982,5,3,4,"Austria",1,1,611,4,34
"40237",2,1983,2,2,8,"Austria",4,2,325,1,33
"39994",4,1976,4,2,8,"Austria",2,1,241,4,40
"43776",5,1979,5,2,5,"Austria",3,2,134,1,37
"46113",8,1954,2,3,4,"Austria",1,1,722,1,62
"41338",4,1991,1,2,7,"Austria",3,2,522,4,25
"47497",6,1985,4,2,8,"Austria",2,1,134,1,31
"39875",10,1975,3,3,4,"Austria",1,2,531,1,41
"41359",5,1988,3,3,4,"Austria",3,2,721,1,28
"40604",6,1989,2,2,4,"Austria",2,1,752,4,27
"44116",8,1965,5,1,8,"Austria",1,1,134,1,51
"41607",5,1995,2,2,3,"Austria",3,1,512,4,21
"46762",3,1966,2,2,4,"Austria",1,1,441,4,50
"45434",5,1974,4,3,6,"Austria",1,2,412,1,42
"46986",5,1980,5,3,4,"Austria",1,1,611,4,36
"41547",5,1988,4,3,4,"Austria",4,2,325,4,28
"43425",3,1971,4,3,5,"Austria",1,2,334,1,45
"42566",5,1971,4,3,5,"Austria",2,2,235,1,45
"45745",5,1967,4,2,8,"Austria",1,2,112,1,49
"395814",8,1972,2,2,4,"Austria",2,1,334,4,44
"41623",4,1977,4,3,4,"Austria",1,1,754,1,39
"40223",5,1994,5,2,5,"Austria",1,1,31,4,22
"47614",3,1972,4,2,8,"Austria",4,2,233,1,44
"42262",5,1979,4,3,4,"Austria",1,2,524,1,37
"41086",5,1996,1,4,2,"Austria",1,1,722,4,20
"39903",5,1961,1,3,4,"Austria",2,1,711,1,55
"40255",0,1975,4,1,8,"Austria",4,1,134,4,41
"42606",6,1963,4,2,5,"Austria",2,1,251,1,53
"47726",5,1959,3,3,4,"Austria",1,2,411,1,57
"43336",8,1982,3,3,4,"Austria",1,1,834,1,34
"39863",5,1963,1,2,4,"Austria",2,2,911,1,53
"45651",5,1984,3,2,3,"Austria",1,1,512,1,32
"44745",5,1994,5,3,4,"Austria",2,2,412,4,22
"43957",6,1981,4,2,4,"Austria",2,1,752,1,35
"45816",1,1971,3,3,4,"Austria",1,1,552,1,45
"46436",5,1965,3,4,5,"Austria",1,2,412,1,51
"39933",1,1964,5,1,5,"Austria",1,1,411,3,52
"42245",9,1954,1,3,4,"Austria",2,2,511,4,62
"40735",3,1975,4,3,8,"Austria",1,2,421,1,41
"42224",5,1971,4,2,4,"Austria",3,1,723,1,45
"45645",6,1959,4,3,8,"Austria",4,1,111,1,57
"46534",4,1965,4,3,4,"Austria",2,2,524,1,51
"42843",2,1955,4,3,4,"Austria",2,1,314,1,61
"39802",4,1961,5,3,3,"Austria",1,1,834,3,55
"44796",3,1965,3,1,8,"Austria",2,1,216,4,51
"41503",4,1969,5,4,4,"Austria",3,2,411,1,47
"41845",5,1969,4,4,8,"Austria",1,1,264,1,47
"40534",5,1960,2,3,4,"Austria",1,2,516,1,56
"41363",4,1995,2,2,4,"Austria",2,1,723,4,21
"43685",2,1972,5,1,6,"Austria",2,1,112,4,44
"45754",5,1959,2,1,4,"Austria",1,1,731,1,57
"46905",3,1983,1,3,4,"Austria",1,1,522,4,33
"47241",4,1977,4,3,5,"Austria",1,2,234,1,39
"41787",3,1976,4,3,4,"Austria",1,1,722,4,40
"40999",5,1964,5,3,4,"Austria",1,2,141,1,52
"46614",4,1958,1,4,4,"Austria",1,2,441,1,58
"46962",6,1965,4,3,8,"Austria",1,2,833,1,51
"40353",5,1962,2,3,8,"Austria",4,2,235,4,54
"46093",5,1983,3,3,3,"Austria",2,1,311,4,33
"43354",4,1969,3,3,5,"Austria",2,2,234,1,47
"42125",8,1970,3,3,8,"Austria",3,2,264,3,46
"39924",4,1983,3,2,4,"Austria",3,2,523,4,33
"47155",5,1982,4,2,5,"Austria",3,2,524,1,34
"43277",4,1962,4,4,4,"Austria",1,2,532,1,54
"41536",3,1970,5,1,4,"Austria",3,1,515,1,46
"47257",5,1981,1,3,4,"Austria",3,1,523,4,35
"46523",5,1957,3,4,8,"Austria",1,1,235,3,59
"43667",5,1962,5,3,5,"Austria",2,1,311,1,54
"40244",4,1983,3,1,7,"Austria",3,2,243,4,33
"44724",2,1970,4,3,4,"Austria",1,2,241,1,46
"47204",2,1969,5,1,4,"Austria",1,2,513,1,47
"45257",3,1984,3,3,3,"Austria",1,1,818,3,32
"43586",4,1966,5,3,4,"Austria",1,1,223,1,50
"39764",3,1988,4,3,7,"Austria",2,2,226,4,28
"45684",3,1964,4,3,8,"Austria",1,2,235,4,52
"43646",6,1989,4,3,4,"Austria",4,1,332,1,27
"41444",5,1987,4,3,4,"Austria",3,1,522,1,29
"45954",5,1984,5,4,4,"Austria",1,1,513,1,32
"45463",5,1960,3,2,5,"Austria",2,1,754,1,56
"41806",2,1956,3,3,4,"Austria",3,2,411,1,60
"46894",5,1974,1,4,4,"Austria",2,2,611,1,42
"43396",5,1965,4,3,3,"Austria",1,1,141,1,51
"42044",8,1985,1,4,4,"Austria",2,2,524,4,31
"41916",10,1979,3,4,8,"Austria",1,1,112,4,37
"42645",7,1962,2,3,4,"Austria",1,2,522,4,54
"46005",6,1966,4,3,5,"Austria",1,2,243,4,50
"40185",3,1965,5,4,8,"Austria",2,1,213,1,51
"40473",4,1989,4,2,8,"Austria",4,1,214,4,27
"39593",5,1961,5,2,4,"Austria",1,1,814,1,55
"43697",6,1978,5,3,8,"Austria",4,1,252,1,38
"46338",3,1968,1,4,4,"Austria",1,1,263,4,48
"40005",5,1961,4,4,4,"Austria",2,2,411,1,55
"42855",6,1962,5,2,6,"Austria",1,1,332,3,54
"39692",2,1962,3,3,4,"Austria",2,2,522,3,54
"40025",5,1973,4,3,5,"Austria",1,1,541,1,43
"44176",3,1967,5,3,6,"Austria",3,2,235,1,49
"42818",5,1965,3,3,4,"Austria",3,1,933,4,51
"40625",8,1958,5,3,5,"Austria",3,2,243,1,58
"44775",7,1956,5,4,4,"Austria",3,1,112,1,60
"42436",7,1991,3,3,3,"Austria",1,1,933,4,25
"43205",4,1962,4,2,4,"Austria",1,1,532,1,54
"45915",5,1956,1,3,4,"Austria",1,1,524,1,60
"40854",0,1974,5,3,5,"Austria",3,2,334,1,42
"42527",5,1972,2,2,4,"Austria",1,2,411,1,44
"40407",5,1966,5,2,8,"Austria",4,1,112,1,50
"42086",3,1973,3,4,6,"Austria",2,2,235,1,43
"43265",7,1966,3,3,4,"Austria",1,1,713,1,50
"40143",4,1935,3,1,6,"Austria",4,2,234,3,81
"45014",3,1968,4,3,4,"Austria",2,2,234,1,48
"40175",7,1963,2,2,4,"Austria",4,2,421,4,53
"40124",2,1961,5,1,4,"Austria",2,1,243,1,55
"40529",5,1966,3,3,5,"Austria",2,2,315,1,50
"45077",4,1959,3,3,6,"Austria",2,2,513,3,57
"43112",6,1965,5,3,8,"Austria",2,1,235,1,51
"40196",5,1984,5,3,5,"Austria",1,2,411,4,32
"39964",5,1961,5,3,4,"Austria",1,1,332,1,55
"45396",6,1971,3,3,4,"Austria",2,1,252,4,45
"39812",5,1975,5,3,4,"Austria",4,1,723,1,41
"44031",5,1963,2,4,3,"Austria",3,2,911,3,53
"46914",5,1974,1,3,3,"Austria",1,1,112,1,42
"40775",5,1958,5,3,8,"Austria",1,2,112,1,58
"42677",5,1974,3,3,5,"Austria",2,1,143,1,42
"40085",6,1966,5,3,4,"Austria",2,1,313,1,50
"44814",7,1962,4,3,5,"Austria",1,1,611,1,54
"41307",5,1985,2,3,7,"Austria",3,1,252,4,31
"46608",7,1955,4,3,4,"Austria",3,2,322,1,61
"41135",3,1956,4,1,3,"Austria",3,2,512,1,60
"46835",0,1973,1,1,4,"Austria",2,2,412,4,43
"46125",3,1986,3,3,5,"Austria",2,2,235,4,30
"44704",6,1951,2,4,3,"Austria",1,1,732,3,65
"42774",5,1966,3,3,4,"Austria",1,1,933,1,50
"42697",0,1961,3,3,4,"Austria",1,1,522,1,55
"45796",7,1963,5,3,4,"Austria",3,2,112,1,53
"43604",0,1968,3,3,4,"Austria",3,1,713,4,48
"41125",5,1981,2,2,3,"Austria",2,1,713,4,35
"41098",5,1983,4,3,4,"Austria",4,1,432,1,33
"43977",2,1970,5,2,8,"Austria",1,2,235,1,46
"39953",4,1973,5,2,8,"Austria",3,1,243,4,43
"42956",6,1969,3,3,4,"Austria",1,1,722,1,47
"42215",1,1986,2,3,4,"Austria",3,2,411,4,30
"41063",5,1967,3,3,4,"Austria",1,1,722,1,49
"47088",1,1985,1,1,8,"Austria",3,1,334,4,31
"42177",9,1964,5,3,8,"Austria",3,2,241,1,52
"41196",4,1971,4,3,8,"Austria",2,2,325,1,45
"41566",3,1969,5,3,4,"Austria",1,1,532,1,47
"46906",3,1983,1,3,4,"Austria",1,1,522,4,33
"42607",6,1963,4,2,5,"Austria",2,1,251,1,53
"47727",5,1959,3,3,4,"Austria",1,2,411,1,57
"48223",4,1955,3,3,9,"Austria",3,1,231,1,61
"39783",5,1964,5,3,5,"Austria",4,2,264,3,52
"43777",5,1979,5,2,5,"Austria",3,2,134,1,37
"47686",6,1981,1,3,3,"Austria",1,2,265,1,35
"44104",3,1980,5,2,4,"Austria",1,1,121,1,36
"42957",6,1969,3,3,4,"Austria",1,1,722,1,47
"4819",5,1995,2,2,3,"Austria",1,1,232,4,21
"42856",6,1962,5,2,6,"Austria",1,1,332,3,54
"45397",6,1971,3,3,4,"Austria",2,1,252,4,45
"441910",5,1973,3,3,4,"Austria",1,1,314,1,43
"40034",2,1991,3,3,7,"Austria",4,2,522,1,25
"47498",6,1985,4,2,8,"Austria",2,1,134,1,31
"41136",3,1956,4,1,3,"Austria",3,2,512,1,60
"39743",0,1987,3,1,8,"Austria",2,1,265,4,29
"41738",0,1962,3,3,4,"Austria",2,1,311,1,54
"47856",7,1987,2,3,4,"Austria",2,2,532,4,29
"47242",4,1977,4,3,5,"Austria",1,2,234,1,39
"45285",5,1979,2,3,4,"Austria",1,2,522,3,37
"44808",5,1966,5,3,5,"Austria",1,1,541,1,50
"48062",10,1970,4,3,4,"Austria",4,2,412,1,46
"44856",3,1967,3,3,5,"Austria",2,1,241,3,49
"45365",5,1979,3,3,4,"Austria",2,1,522,1,37
"43647",6,1989,4,3,4,"Austria",4,1,332,1,27
"44117",8,1965,5,1,8,"Austria",1,1,134,1,51
"41364",4,1995,2,2,4,"Austria",2,1,723,4,21
"40197",5,1984,5,3,5,"Austria",1,2,411,4,32
"47646",1,1957,4,1,8,"Austria",3,2,325,3,59
"47125",5,1955,3,2,4,"Austria",2,2,411,1,61
"45024",0,1965,4,2,6,"Austria",1,2,222,1,51
"46094",5,1983,3,3,3,"Austria",2,1,311,4,33
"39674",5,1980,4,3,4,"Austria",1,2,134,1,36
"42775",5,1966,3,3,4,"Austria",1,1,933,1,50
"45652",5,1984,3,2,3,"Austria",1,1,512,1,32
"40645",4,1955,5,1,8,"Austria",3,1,112,1,61
"41504",4,1969,5,4,4,"Austria",3,2,411,1,47
"40846",2,1989,5,2,8,"Austria",2,2,341,4,27
"40176",7,1963,2,2,4,"Austria",4,2,421,4,53
"42126",8,1970,3,3,8,"Austria",3,2,264,3,46
"42117",7,1967,5,4,8,"Austria",1,1,233,3,49
"41788",3,1976,4,3,4,"Austria",1,1,722,4,40
"47882",6,1985,4,3,4,"Austria",3,1,713,4,31
"40125",2,1961,5,1,4,"Austria",2,1,243,1,55
"40776",5,1958,5,3,8,"Austria",1,2,112,1,58
"42468",6,1982,5,3,4,"Austria",1,1,611,4,34
"41115",3,1957,5,2,6,"Austria",1,2,235,1,59
"46339",3,1968,1,4,4,"Austria",1,1,263,4,48
"48335",5,1980,2,2,3,"Austria",2,1,723,4,36
"42216",1,1986,2,3,4,"Austria",3,2,411,4,30
"45566",5,1973,2,2,4,"Austria",2,1,933,4,43
"40058",4,1983,2,3,8,"Austria",1,2,226,4,33
"43206",4,1962,4,2,4,"Austria",1,1,532,1,54
"40497",4,1962,4,3,4,"Austria",1,2,325,1,54
"40066",2,1961,4,2,3,"Austria",1,1,731,1,55
"44944",5,1964,4,2,4,"Austria",2,2,523,1,52
"46389",2,1964,1,1,4,"Austria",1,2,411,4,52
"41647",5,1975,3,2,8,"Austria",3,1,233,3,41
"44025",3,1969,4,3,8,"Austria",4,1,216,1,47
"39934",1,1964,5,1,5,"Austria",1,1,411,3,52
"41664",5,1960,5,4,6,"Austria",1,2,226,1,56
"41087",5,1996,1,4,2,"Austria",1,1,722,4,20
"45275",3,1957,5,3,9,"Austria",4,2,264,1,59
"42087",3,1973,3,4,6,"Austria",2,2,235,1,43
"45224",1,1970,3,3,4,"Austria",1,2,411,1,46
"46873",5,1960,4,2,4,"Austria",2,2,512,1,56
"45015",3,1968,4,3,4,"Austria",2,2,234,1,48
"41956",2,1959,5,2,4,"Austria",3,1,241,1,57
"44725",2,1970,4,3,4,"Austria",1,2,241,1,46
"43397",5,1965,4,3,3,"Austria",1,1,141,1,51
"48683",3,1966,3,2,7,"Austria",1,2,532,1,50
"395815",8,1972,2,2,4,"Austria",2,1,334,4,44
"47615",3,1972,4,2,8,"Austria",4,2,233,1,44
"40474",4,1989,4,2,8,"Austria",4,1,214,4,27
"41548",5,1988,4,3,4,"Austria",4,2,325,4,28
"43113",6,1965,5,3,8,"Austria",2,1,235,1,51
"47912",2,1956,4,3,6,"Austria",2,2,222,1,60
"39965",5,1961,5,3,4,"Austria",1,1,332,1,55
"40535",5,1960,2,3,4,"Austria",1,2,516,1,56
"43565",0,1975,2,3,4,"Austria",1,2,412,3,41
"46926",3,1967,5,3,3,"Austria",1,2,524,1,49
"44705",6,1951,2,4,3,"Austria",1,1,732,3,65
"46935",4,1983,3,3,5,"Austria",2,1,741,1,33
"41746",4,1954,3,3,5,"Austria",1,1,411,3,62
"46006",6,1966,4,3,5,"Austria",1,2,243,4,50
"45258",3,1984,3,3,3,"Austria",1,1,818,3,32
"45115",6,1960,4,3,4,"Austria",1,2,911,1,56
"40144",4,1935,3,1,6,"Austria",4,2,234,3,81
"40006",5,1961,4,4,4,"Austria",2,2,411,1,55
"46535",4,1965,4,3,4,"Austria",2,2,524,1,51
"41214",1,1985,3,4,3,"Austria",4,1,532,1,31
"43066",4,1972,2,3,5,"Austria",1,2,411,3,44
"46915",5,1974,1,3,3,"Austria",1,1,112,1,42
"40186",3,1965,5,4,8,"Austria",2,1,213,1,51
"46963",6,1965,4,3,8,"Austria",1,2,833,1,51
"39864",5,1963,1,2,4,"Austria",2,2,911,1,53
"48423",3,1969,2,3,4,"Austria",2,1,242,2,47
"41965",4,1959,4,3,5,"Austria",1,2,233,1,57
"42528",5,1972,2,2,4,"Austria",1,2,411,1,44
"41099",5,1983,4,3,4,"Austria",4,1,432,1,33
"41838",5,1958,2,2,4,"Austria",3,2,522,2,58
"45216",5,1963,3,2,4,"Austria",1,1,751,1,53
"45685",3,1964,4,3,8,"Austria",1,2,235,4,52
"46724",5,1988,4,3,8,"Austria",1,2,261,1,28
"44797",3,1965,3,1,8,"Austria",2,1,216,4,51
"47337",3,1981,3,3,4,"Austria",3,2,243,4,35
"46524",5,1957,3,4,8,"Austria",1,1,235,3,59
"40026",5,1973,4,3,5,"Austria",1,1,541,1,43
"48754",5,1971,3,3,4,"Austria",3,2,411,1,45
"48782",4,1988,3,2,4,"Austria",1,1,721,4,28
"48235",10,1956,3,3,4,"Austria",2,2,524,1,60
"46857",5,1967,4,1,8,"Austria",4,2,411,3,49
"43054",3,1964,5,2,5,"Austria",2,1,134,1,52
"39995",4,1976,4,2,8,"Austria",2,1,241,4,40
"46763",3,1966,2,2,4,"Austria",1,1,441,4,50
"44746",5,1994,5,3,4,"Austria",2,2,412,4,22
"47595",5,1956,4,3,4,"Austria",1,1,821,1,60
"41284",5,1958,3,2,4,"Austria",1,2,222,2,58
"42437",7,1991,3,3,3,"Austria",1,1,933,4,25
"40654",3,1951,5,1,5,"Austria",3,1,251,1,65
"40605",6,1989,2,2,4,"Austria",2,1,752,4,27
"45797",7,1963,5,3,4,"Austria",3,2,112,1,53
"45817",1,1971,3,3,4,"Austria",1,1,552,1,45
"44714",2,1977,4,3,9,"Austria",2,2,223,1,39
"46836",0,1973,1,1,4,"Austria",2,2,412,4,43
"39803",4,1961,5,3,3,"Austria",1,1,834,3,55
"46485",5,1991,2,3,4,"Austria",1,1,834,4,25
"48824",5,1982,2,3,4,"Austria",4,1,241,4,34
"46895",5,1974,1,4,4,"Austria",2,2,611,1,42
"43656",5,1978,3,2,6,"Austria",1,1,11,1,38
"42263",5,1979,4,3,4,"Austria",1,2,524,1,37
"42678",5,1974,3,3,5,"Austria",2,1,143,1,42
"48836",4,1983,3,3,3,"Austria",4,2,411,1,33
"42166",5,1969,2,3,4,"Austria",2,1,731,1,47
"47834",5,1976,5,2,4,"Austria",1,1,422,1,40
"42807",5,1957,2,3,4,"Austria",1,1,821,1,59
"43978",2,1970,5,2,8,"Austria",1,2,235,1,46
"41197",4,1971,4,3,8,"Austria",2,2,325,1,45
"46593",3,1964,5,3,6,"Austria",1,1,411,1,52
"44776",7,1956,5,4,4,"Austria",3,1,112,1,60
"39594",5,1961,5,2,4,"Austria",1,1,814,1,55
"47815",5,1996,2,2,3,"Austria",2,1,721,4,20
"48604",5,1995,1,4,2,"Austria",1,1,741,4,21
"47423",5,1984,5,3,5,"Austria",1,1,332,1,32
"46114",8,1954,2,3,4,"Austria",1,1,722,1,62
"46044",8,1949,5,4,3,"Austria",2,2,515,1,67
"47627",4,1977,2,2,4,"Austria",1,2,931,4,39
"47226",1,1985,3,3,3,"Austria",1,1,821,1,31
"42783",2,1982,1,2,8,"Austria",4,1,235,4,34
"41308",5,1985,2,3,7,"Austria",3,1,252,4,31
"48615",3,1970,4,1,5,"Austria",1,2,342,1,46
"43698",6,1978,5,3,8,"Austria",4,1,252,1,38
"39813",5,1975,5,3,4,"Austria",4,1,723,1,41
"45435",5,1974,4,3,6,"Austria",1,2,412,1,42
"41445",5,1987,4,3,4,"Austria",3,1,522,1,29
"47144",5,1958,5,3,3,"Austria",3,2,333,1,58
"409910",5,1964,5,3,4,"Austria",1,2,141,1,52
"47185",3,1969,5,1,5,"Austria",1,1,818,1,47
"44032",5,1963,2,4,3,"Austria",3,2,911,3,53
"45755",5,1959,2,1,4,"Austria",1,1,731,1,57
"41624",4,1977,4,3,4,"Austria",1,1,754,1,39
"40513",7,1980,2,2,4,"Austria",2,1,723,1,36
"40465",5,1957,3,4,4,"Austria",1,1,541,1,59
"41225",0,1941,2,1,8,"Austria",1,2,524,1,75
"41917",10,1979,3,4,8,"Austria",1,1,112,4,37
"48476",5,1985,5,3,8,"Austria",3,2,412,1,31
"45078",4,1959,3,3,6,"Austria",2,2,513,3,57
"40117",3,1970,2,2,8,"Austria",3,1,265,4,46
"41437",2,1970,2,2,5,"Austria",3,1,411,4,46
"39954",4,1973,5,2,8,"Austria",3,1,243,4,43
"44477",5,1988,2,2,4,"Austria",2,1,741,4,28
"48577",7,1970,2,2,3,"Austria",2,1,723,4,46
"41537",3,1970,5,1,4,"Austria",3,1,515,1,46
"413510",5,1988,3,3,4,"Austria",3,2,721,1,28
"40408",5,1966,5,2,8,"Austria",4,1,112,1,50
"46672",4,1994,4,4,4,"Austria",1,1,441,1,22
"44875",4,1977,2,3,5,"Austria",2,2,532,4,39
"43278",4,1962,4,4,4,"Austria",1,2,532,1,54
"41926",3,1962,3,2,8,"Austria",4,1,325,1,54
"43668",5,1962,5,3,5,"Austria",2,1,311,1,54
"48692",5,1947,3,2,3,"Austria",2,1,411,1,69
"43355",4,1969,3,3,5,"Austria",2,2,234,1,47
"41126",5,1981,2,2,3,"Austria",2,1,713,4,35
"40626",8,1958,5,3,5,"Austria",3,2,243,1,58
"43305",2,1956,5,3,5,"Austria",1,1,132,1,60
"43337",8,1982,3,3,4,"Austria",1,1,834,1,34
"47734",6,1969,4,1,5,"Austria",3,1,111,1,47
"45646",6,1959,4,3,8,"Austria",4,1,111,1,57
"44456",5,1958,5,3,4,"Austria",2,2,332,1,58
"437510",3,1962,2,4,4,"Austria",2,2,322,3,54
"48805",7,1975,3,3,4,"Austria",2,1,752,4,41
"47205",2,1969,5,1,4,"Austria",1,2,513,1,47
"42998",5,1977,5,1,8,"Austria",1,1,216,1,39
"45865",6,1970,2,3,4,"Austria",2,1,818,4,46
"40238",2,1983,2,2,8,"Austria",4,2,325,1,33
"47287",5,1984,3,3,3,"Austria",1,1,314,4,32
"42167",5,1969,2,3,4,"Austria",2,1,731,1,47
"48806",7,1975,3,3,4,"Austria",2,1,752,4,41
"43699",6,1978,5,3,8,"Austria",4,1,252,1,38
"49604",1,1948,4,2,7,"Sweden",1,1,230,1,68
"50022",3,1951,3,4,8,"Sweden",4,2,240,1,65
"39814",5,1975,5,3,4,"Austria",4,1,723,1,41
"45436",5,1974,4,3,6,"Austria",1,2,412,1,42
"50455",3,1956,3,2,3,"Sweden",2,1,810,1,60
"45798",7,1963,5,3,4,"Austria",3,2,112,1,53
"44478",5,1988,2,2,4,"Austria",2,1,741,4,28
"50032",8,1964,5,1,7,"Sweden",3,2,340,1,52
"44347",5,1994,2,2,4,"Austria",1,1,741,4,22
"47206",2,1969,5,1,4,"Austria",1,2,513,1,47
"45977",5,1988,2,2,4,"Austria",2,1,522,4,28
"40177",7,1963,2,2,4,"Austria",4,2,421,4,53
"49483",5,1979,3,4,5,"Austria",2,2,334,1,37
"41625",4,1977,4,3,4,"Austria",1,1,754,1,39
"39804",4,1961,5,3,3,"Austria",1,1,834,3,55
"42507",4,1970,3,3,8,"Austria",2,2,222,1,46
